date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:53:33	177074/177074	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Feb%202022%2015:15:50%20GMT	https://index/tf/html/vicodin-preview/vicodin/index-2.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/index-2.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:34	85897/85897	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Sep%202021%2009:27:20%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/home-demos/home-2.jpg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/home-demos/home-2.jpg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:34	362526/362526	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Feb%202022%2015:16:02%20GMT	https://index/tf/html/vicodin-preview/vicodin/index-3.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/index-3.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:35	76840/76840	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Sep%202021%2009:26:40%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/home-demos/home-3.jpg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/home-demos/home-3.jpg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:35	86613/86613	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2013:00:30%20GMT	https://index/tf/html/vicodin-preview/vicodin/about.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/about.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:35	59304/59304	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/service.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/service.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:35	48331/48331	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/service-details.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/service-details.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:36	69091/69091	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/portfolio.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/portfolio.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:36	68974/68974	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/portfolio-2.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/portfolio-2.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:36	52565/52565	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/portfolio-details.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/portfolio-details.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:37	48007/48007	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/team.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/team.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:37	54614/54614	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/team-details.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/team-details.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:37	64687/64687	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/faq.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/faq.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:38	172000/172000	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:40:02%20GMT	https://index/tf/html/vicodin-preview/vicodin/shop.php	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/shop.php	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:38	138236/138236	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:40:02%20GMT	https://index/tf/html/vicodin-preview/vicodin/shop-grid.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/shop-grid.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:38	172052/172052	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:40:02%20GMT	https://index/tf/html/vicodin-preview/vicodin/shop-left-sidebar.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/shop-left-sidebar.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:39	172028/172028	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:40:02%20GMT	https://index/tf/html/vicodin-preview/vicodin/shop-right-sidebar.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/shop-right-sidebar.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:39	100398/100398	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:23:22%20GMT	https://index/tf/html/vicodin-preview/vicodin/product-details.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/product-details.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:39	48610/48610	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/cart.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/cart.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:39	46202/46202	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/wishlist.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/wishlist.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:40	56404/56404	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/checkout.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/checkout.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:40	43064/43064	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/order-tracking.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/order-tracking.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:40	56172/56172	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/account.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/account.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:41	43782/43782	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/login.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/login.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:41	44425/44425	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/register.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/register.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:41	84129/84129	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/blog.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/blog.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:42	58583/58583	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/blog-grid.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/blog-grid.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:42	84378/84378	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/blog-left-sidebar.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/blog-left-sidebar.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:42	84368/84368	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/blog-right-sidebar.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/blog-right-sidebar.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:42	84223/84223	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/blog-details.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/blog-details.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:43	66330/66330	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/history.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/history.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:43	46814/46814	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:45:04%20GMT	https://index/tf/html/vicodin-preview/vicodin/contact.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/contact.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:43	42803/42803	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2009:10:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/404.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/404.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:44	2977/2977	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Sep%202021%2010:13:24%20GMT	https://index/tf/html/vicodin-preview/vicodin/coming-soon.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/coming-soon.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:44	58364/58364	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Aug%202021%2019:49:40%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/banner/menu-banner-1.png	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/banner/menu-banner-1.png	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:44	28300/28300	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Aug%202021%2019:57:40%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/product/1.png	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/product/1.png	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:46	37203/37203	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Aug%202021%2019:57:40%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/product/2.png	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/product/2.png	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:46	43983/43983	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Aug%202021%2019:57:40%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/product/3.png	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/product/3.png	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:46	36160/36160	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Aug%202021%2019:57:40%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/product/4.png	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/product/4.png	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:47	60731/60731	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Feb%202024%2008:53:47%20GMT	https://index/tf/html/vicodin-preview/vicodin/add-listing.html	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/add-listing.html	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:47	29129/29129	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Aug%202021%2020:08:28%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/slider/13.jpg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/slider/13.jpg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:48	99148/99148	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Aug%202021%2020:09:16%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/slider/11.jpg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/slider/11.jpg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:48	50405/50405	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Aug%202021%2020:08:28%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/slider/12.jpg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/slider/12.jpg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:48	21159/21159	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Aug%202021%2019:56:42%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/others/9.png	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/others/9.png	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:48	9609/9609	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Aug%202021%2019:51:12%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/blog/author.jpg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/blog/author.jpg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:49	24728/24728	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Aug%202021%2019:48:54%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/banner/1.jpg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/banner/1.jpg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:49	31542/31542	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Aug%202021%2019:48:54%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/banner/2.jpg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/banner/2.jpg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:49	21992/21992	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Aug%202021%2019:48:54%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/banner/3.jpg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/banner/3.jpg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:49	22421/22421	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Aug%202021%2019:48:54%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/banner/11.jpg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/banner/11.jpg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:50	27533/27533	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Aug%202021%2019:48:54%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/banner/12.jpg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/banner/12.jpg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:50	61823/61823	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Aug%202021%2019:57:40%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/product/5.png	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/product/5.png	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:50	24340/24340	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Aug%202021%2019:57:40%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/product/6.png	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/product/6.png	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:51	36723/36723	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Aug%202021%2019:50:32%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/bg/25.jpg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/bg/25.jpg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:51	45198/45198	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Aug%202021%2019:58:52%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/product-2/1.png	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/product-2/1.png	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:51	45190/45190	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Aug%202021%2019:58:52%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/product-2/2.png	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/product-2/2.png	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:51	55622/55622	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Aug%202021%2019:58:52%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/product-2/3.png	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/product-2/3.png	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:52	52730/52730	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Aug%202021%2019:58:52%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/product-2/4.png	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/product-2/4.png	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:52	49610/49610	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Aug%202021%2019:58:22%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/product-2/5.png	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/product-2/5.png	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:52	50383/50383	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Aug%202021%2019:58:22%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/product-2/6.png	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/product-2/6.png	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:53	32063/32063	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Aug%202021%2019:58:22%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/product-2/7.png	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/product-2/7.png	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:53	60734/60734	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Aug%202021%2019:58:22%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/product-2/8.png	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/product-2/8.png	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:54	51245/51245	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Aug%202021%2019:50:32%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/bg/26.jpg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/bg/26.jpg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:54	21776/21776	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Aug%202021%2019:48:54%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/banner/23.jpg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/banner/23.jpg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:54	25999/25999	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Aug%202021%2019:48:54%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/banner/22.jpg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/banner/22.jpg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:54	31903/31903	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Aug%202021%2019:48:54%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/banner/21.jpg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/banner/21.jpg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:55	1353/1353	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2015%20Dec%202020%2006:09:12%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/icons/svg/8-trolley.svg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/icons/svg/8-trolley.svg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:55	5790/5790	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2015%20Dec%202020%2005:59:28%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/icons/svg/9-money.svg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/icons/svg/9-money.svg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:55	2809/2809	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2015%20Dec%202020%2006:01:06%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/icons/svg/10-credit-card.svg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/icons/svg/10-credit-card.svg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:55	3831/3831	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2015%20Dec%202020%2006:10:56%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/icons/svg/11-gift-card.svg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/icons/svg/11-gift-card.svg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:56	24933/24933	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Aug%202021%2019:51:12%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/blog/1.jpg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/blog/1.jpg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
11:53:57	88943/88943	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Aug%202021%2019:51:12%20GMT	https://index/tf/html/vicodin-preview/vicodin/img/blog/2.jpg	C:/My%20Web%20Sites/MEDICINE/index/tf/html/vicodin-preview/vicodin/img/blog/2.jpg	(from https://index/tf/html/vicodin-preview/vicodin/index.html)
